file_name,shape,color,name,ndc11
1129.jpg, CAPSULE," BLACK, WHITE","NITROFURANTOIN, MACROCRYSTALS 25 MG / Nitrofurantoin, Monohydrate 75 MG Oral Capsule",00185-0122-01
1130.jpg, ROUND, WHITE,cilostazol 50 MG Oral Tablet,00185-0123-60
1131.jpg, OVAL, WHITE,Benazepril hydrochloride 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,00185-0124-01
1132.jpg, ROUND, GREEN,Bumetanide 0.5 MG Oral Tablet,00185-0128-01
1133.jpg, ROUND, BROWN,Bumetanide 2 MG Oral Tablet,00185-0130-01
1134.jpg, OVAL, WHITE,Etodolac 400 MG Oral Tablet,00185-0140-01
1135.jpg, ROUND, YELLOW,Amiodarone hydrochloride 200 MG Oral Tablet,00185-0144-05
1136.jpg, OVAL, WHITE,nabumetone 500 MG Oral Tablet,00185-0145-05
1137.jpg, ROUND,BLUE,midodrine hydrochloride 10 MG Oral Tablet,00185-0149-01
1138.jpg, OVAL, BLUE,Sotalol Hydrochloride 80 MG Oral Tablet,00185-0171-01
1139.jpg, OVAL, PINK,Benazepril hydrochloride 10 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,00185-0204-01
1140.jpg, ROUND, WHITE,Methimazole 5 MG Oral Tablet,00185-0205-01
1141.jpg, ROUND, WHITE,Methimazole 10 MG Oral Tablet,00185-0210-01
1142.jpg, ROUND, ORANGE,Citalopram 10 MG Oral Tablet,00185-0371-01
1143.jpg, ROUND, PURPLE,12 HR Bupropion Hydrochloride 150 MG Extended Release Oral Tablet,00185-0415-05
1144.jpg, ROUND, YELLOW,Benazepril hydrochloride 5 MG Oral Tablet,00185-0505-01
1145.jpg, CAPSULE,BLUE,Itraconazole 100 MG Oral Capsule,00185-0550-30
1146.jpg, CAPSULE," GREEN, TURQUOISE",Hydroxyzine Pamoate 25 MG Oral Capsule,00185-0613-01
1147.jpg, CAPSULE," GREEN, WHITE",Hydroxyzine Pamoate 50 MG Oral Capsule,00185-0615-01
1148.jpg, ROUND, ORANGE,Lisinopril 20 MG Oral Tablet,00185-0620-01
1149.jpg, ROUND, RED,Lisinopril 30 MG Oral Tablet,00185-0630-01
1150.jpg, CAPSULE," GRAY, YELLOW",Phentermine Hydrochloride 15 MG Oral Capsule,00185-0644-01
1151.jpg, CAPSULE," GREEN, TURQUOISE",Hydroxyzine Pamoate 25 MG Oral Capsule,00185-0674-01
1152.jpg, ROUND, RED,Bisoprolol Fumarate 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,00185-0704-05
1153.jpg, ROUND, PINK,Bisoprolol Fumarate 5 MG Oral Tablet,00185-0771-30
1154.jpg, ROUND, PINK,Benazepril hydrochloride 20 MG Oral Tablet,00185-0820-01
1155.jpg, ROUND, PINK,12 HR Bupropion Hydrochloride 200 MG Extended Release Oral Tablet,00185-1111-60
1156.jpg, ROUND, WHITE,isoniazid 300 MG Oral Tablet,00185-4350-01
1157.jpg, ROUND, WHITE,tizanidine 4 MG Oral Tablet,00185-4400-23
1158.jpg, CAPSULE," BROWN, WHITE",24 HR phendimetrazine tartrate 105 MG Extended Release Oral Capsule,00185-5254-01
1159.jpg, OVAL, PINK,Lisinopril 5 MG Oral Tablet,00185-5400-01
1160.jpg, ROUND, PINK,candesartan cilexetil 8 MG Oral Tablet [Atacand],00186-0008-31
1161.jpg, ROUND, PINK,candesartan cilexetil 16 MG Oral Tablet [Atacand],00186-0016-54
1162.jpg, OVAL,BROWN,candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Atacand HCT],00186-0162-54
1163.jpg, OVAL, YELLOW,candesartan cilexetil 32 MG / Hydrochlorothiazide 12.5 MG Oral Tablet [Atacand HCT],00186-0322-54
1164.jpg, OVAL, YELLOW,Esomeprazole 20 MG / Naproxen 500 MG Delayed Release Oral Tablet [Vimovo],00186-0520-60
1165.jpg, ROUND, YELLOW,Ticagrelor 90 MG Oral Tablet [Brilinta],00186-0777-60
1166.jpg, OVAL, WHITE,24 HR metoprolol succinate 25 MG Extended Release Oral Tablet [Toprol],00186-1088-05
1167.jpg, ROUND, WHITE,24 HR metoprolol succinate 50 MG Extended Release Oral Tablet [Toprol],00186-1090-05
1168.jpg, ROUND, WHITE,24 HR metoprolol succinate 100 MG Extended Release Oral Tablet [Toprol],00186-1092-05
1169.jpg, CAPSULE, PURPLE,Esomeprazole 20 MG Delayed Release Oral Capsule [Nexium],00186-5020-31
1170.jpg, CAPSULE, PURPLE,Esomeprazole 40 MG Delayed Release Oral Capsule [Nexium],00186-5040-31
1171.jpg, CAPSULE," BLUE, WHITE",24 HR Diltiazem Hydrochloride 360 MG Extended Release Oral Capsule [Cardizem],00187-0799-42
1172.jpg, CAPSULE,PINK,Acetaminophen 650 MG / butalbital 50 MG Oral Capsule [Phrenilin],00187-0844-01
1173.jpg, ROUND, YELLOW,Vitamin K 1 5 MG Oral Tablet [Mephyton],00187-1704-05
1174.jpg, CAPSULE, PINK,Oxazepam 10 MG Oral Capsule,00228-2067-10
1175.jpg, ROUND, ORANGE,Clonidine Hydrochloride 0.1 MG Oral Tablet,00228-2127-10
1176.jpg, ROUND, ORANGE,Clonidine Hydrochloride 0.2 MG Oral Tablet,00228-2128-10
1177.jpg, ROUND, ORANGE,Clonidine Hydrochloride 0.3 MG Oral Tablet,00228-2129-10
1178.jpg, ROUND, WHITE,Propylthiouracil 50 MG Oral Tablet,00228-2348-10
1179.jpg, OVAL, YELLOW,Nifedipine 10 MG Oral Capsule,00228-2497-10
1180.jpg, OVAL, RED,Nifedipine 20 MG Oral Capsule,00228-2530-10
1181.jpg, ROUND, YELLOW,Carbidopa 25 MG / Levodopa 100 MG Oral Tablet,00228-2539-50
1182.jpg, ROUND, BLUE,Carbidopa 25 MG / Levodopa 250 MG Oral Tablet,00228-2540-10
1183.jpg, ROUND, WHITE,Diclofenac Sodium 50 MG Delayed Release Oral Tablet,00228-2550-06
1184.jpg, ROUND, WHITE,Diclofenac Sodium 75 MG Delayed Release Oral Tablet,00228-2551-06
1185.jpg, ROUND, WHITE,Indapamide 2.5 MG Oral Tablet,00228-2571-96
1186.jpg, CAPSULE," GREEN, TURQUOISE",24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule,00228-2577-50
1187.jpg, CAPSULE," GREEN, GRAY",24 HR Diltiazem Hydrochloride 300 MG Extended Release Oral Capsule,00228-2579-03
1188.jpg, CAPSULE, GRAY,24 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule,00228-2588-03
1189.jpg, ROUND, ORANGE,Indapamide 1.25 MG Oral Tablet,00228-2597-96
1190.jpg, OVAL, GRAY,Etodolac 400 MG Oral Tablet,00228-2599-11
1191.jpg, ROUND, BLUE,Isosorbide Mononitrate 20 MG Oral Tablet,00228-2620-11
1192.jpg, ROUND, WHITE,Lovastatin 10 MG Oral Tablet,00228-2633-06
1193.jpg, ROUND, PINK,Lovastatin 20 MG Oral Tablet,00228-2634-06
1194.jpg, OVAL, GREEN,gabapentin 600 MG Oral Tablet,00228-2636-11
1195.jpg, CAPSULE," YELLOW, ORANGE",gabapentin 300 MG Oral Capsule,00228-2666-11
1196.jpg, CAPSULE, ORANGE,gabapentin 400 MG Oral Capsule,00228-2667-11
1197.jpg, OVAL, WHITE,Spironolactone 50 MG Oral Tablet,00228-2672-11
1198.jpg, ROUND, YELLOW,24 HR Diclofenac Sodium 100 MG Extended Release Oral Tablet,00228-2717-11
1199.jpg, OVAL, WHITE,Glyburide 1.25 MG / Metformin hydrochloride 250 MG Oral Tablet,00228-2751-11
1200.jpg, OVAL, YELLOW,Glyburide 2.5 MG / Metformin hydrochloride 500 MG Oral Tablet,00228-2752-11
1201.jpg, CAPSULE," YELLOW, WHITE",24 HR Propranolol Hydrochloride 60 MG Extended Release Oral Capsule,00228-2778-11
1202.jpg, CAPSULE, YELLOW,24 HR Propranolol Hydrochloride 80 MG Extended Release Oral Capsule,00228-2779-11
1203.jpg, CAPSULE," YELLOW, GRAY",24 HR Propranolol Hydrochloride 120 MG Extended Release Oral Capsule,00228-2780-11
1204.jpg, ROUND, WHITE,Pilocarpine Hydrochloride 5 MG Oral Tablet,00228-2801-11
1205.jpg, ROUND, WHITE,Spironolactone 25 MG Oral Tablet,00228-2803-11
1206.jpg, ROUND, ORANGE,24 HR Guanfacine 1 MG Extended Release Oral Tablet,00228-2850-11
1207.jpg, OVAL, ORANGE,24 HR Guanfacine 2 MG Extended Release Oral Tablet,00228-2851-11
1208.jpg, ROUND,GREEN,24 HR Guanfacine 3 MG Extended Release Oral Tablet,00228-2853-11
1209.jpg, OVAL,GREEN,24 HR Guanfacine 4 MG Extended Release Oral Tablet,00228-2855-11
1210.jpg, CAPSULE, BLUE,duloxetine 20 MG Delayed Release Oral Capsule,00228-2890-06
1211.jpg, CAPSULE," BLUE, GRAY",duloxetine 30 MG Delayed Release Oral Capsule,00228-2891-03
1212.jpg, ROUND, WHITE,24 HR Glipizide 10 MG Extended Release Tablet,00228-2900-11
1213.jpg, ROUND, PINK,12 HR Clonidine Hydrochloride 0.1 MG Extended Release Oral Tablet,00228-4241-06
1214.jpg, ROUND, BLUE,Potassium Chloride 8 MEQ Extended Release Oral Tablet [Klor-Con],00245-0040-15
1215.jpg, ROUND, YELLOW,Potassium Chloride 10 MEQ Extended Release Oral Tablet [Klor-Con],00245-0041-11
1216.jpg, OVAL, WHITE,Microencapsulated Potassium Chloride 20 MEQ Extended Release Oral Tablet [Klor-Con],00245-0058-01
1217.jpg, ROUND, YELLOW,potassium citrate 5 MEQ Extended Release Oral Tablet,00245-0070-11
1218.jpg, OVAL, YELLOW,potassium citrate 10 MEQ Extended Release Oral Tablet,00245-0071-11
1219.jpg, CAPSULE," BLUE, WHITE",24 HR Propranolol Hydrochloride 60 MG Extended Release Oral Capsule,00245-0084-11
1220.jpg, CAPSULE, WHITE,24 HR Propranolol Hydrochloride 80 MG Extended Release Oral Capsule,00245-0085-11
1221.jpg, CAPSULE, BLUE,24 HR Propranolol Hydrochloride 120 MG Extended Release Oral Capsule,00245-0086-11
1222.jpg, CAPSULE, BLUE,24 HR Propranolol Hydrochloride 160 MG Extended Release Oral Capsule,00245-0087-11
1223.jpg, ROUND, WHITE,midodrine hydrochloride 2.5 MG Oral Tablet,00245-0211-11
1224.jpg, ROUND, PINK,midodrine hydrochloride 5 MG Oral Tablet,00245-0212-11
1225.jpg, ROUND, PURPLE,midodrine hydrochloride 10 MG Oral Tablet,00245-0213-11
1226.jpg, OVAL, WHITE,Oxandrolone 2.5 MG Oral Tablet,00245-0271-11
1227.jpg, CAPSULE, GREEN,24 HR Diltiazem Hydrochloride 360 MG Extended Release Oral Capsule,00258-3691-90
1228.jpg, ROUND, WHITE,Acamprosate calcium 333 MG Delayed Release Oral Tablet,00258-4000-60
1229.jpg, CAPSULE, BROWN,doxycycline anhydrous 40 MG Delayed Release Oral Capsule [Oracea],00299-3822-30
1230.jpg, ROUND, WHITE,Roflumilast 0.5 MG Oral Tablet [Daliresp],00310-0095-30
1231.jpg, ROUND, PINK,Lisinopril 10 MG Oral Tablet [Zestril],00310-0131-11
1232.jpg, ROUND, YELLOW,Lisinopril 40 MG Oral Tablet [Zestril],00310-0134-11
1233.jpg, ROUND, WHITE,Hydrochlorothiazide 12.5 MG / Lisinopril 20 MG Oral Tablet [Zestoretic],00310-0142-11
1234.jpg, ROUND, WHITE,zolmitriptan 2.5 MG Disintegrating Oral Tablet [Zomig],00310-0209-20
1235.jpg, ROUND, YELLOW,quetiapine 100 MG Oral Tablet [Seroquel],00310-0271-10
1236.jpg, ROUND, PINK,quetiapine 25 MG Oral Tablet [Seroquel],00310-0275-10
1237.jpg, OVAL, YELLOW,quetiapine 400 MG Oral Tablet [Seroquel],00310-0279-10
1238.jpg, OVAL, PINK,24 HR quetiapine 50 MG Extended Release Oral Tablet [Seroquel],00310-0280-60
1239.jpg, OVAL, WHITE,24 HR quetiapine 150 MG Extended Release Oral Tablet [Seroquel],00310-0281-60
1240.jpg, OVAL, YELLOW,24 HR quetiapine 200 MG Extended Release Oral Tablet [Seroquel],00310-0282-60
1241.jpg, OVAL,WHITE,24 HR quetiapine 300 MG Extended Release Oral Tablet [Seroquel],00310-0283-60
1242.jpg, OVAL, WHITE,24 HR quetiapine 400 MG Extended Release Oral Tablet [Seroquel],00310-0284-60
1243.jpg, ROUND, PINK,Rosuvastatin calcium 10 MG Oral Tablet [Crestor],00310-0751-90
1244.jpg, ROUND, PINK,Rosuvastatin calcium 20 MG Oral Tablet [Crestor],00310-0752-90
1245.jpg, ROUND, PINK,Rosuvastatin calcium 40 MG Oral Tablet [Crestor],00310-0754-30
1246.jpg, ROUND, YELLOW,Rosuvastatin calcium 5 MG Oral Tablet [Crestor],00310-0755-90
1247.jpg, ROUND, PINK,saxagliptin 5 MG Oral Tablet [Onglyza],00310-6105-90
1248.jpg, OVAL, YELLOW,24 HR Metformin hydrochloride 1000 MG / saxagliptin 2.5 MG Extended Release Oral Tablet [Kombiglyze],00310-6125-60
1249.jpg, CAPSULE," RED, WHITE",Acetaminophen 500 MG / Caffeine 65 MG Oral Tablet,00363-0572-31
1250.jpg, ROUND, ORANGE,Methotrexate 2.5 MG Oral Tablet,00378-0014-01
1251.jpg, ROUND, YELLOW,Nadolol 20 MG Oral Tablet,00378-0028-01
1252.jpg, ROUND, PINK,Metoprolol Tartrate 50 MG Oral Tablet,00378-0032-10
1253.jpg, ROUND, WHITE,Pindolol 5 MG Oral Tablet,00378-0052-01
1254.jpg, ROUND, PINK,Indapamide 1.25 MG Oral Tablet,00378-0069-01
1255.jpg, ROUND, BROWN,Flurbiprofen 50 MG Oral Tablet,00378-0076-01
1256.jpg, OVAL, PURPLE,Carbidopa 25 MG / Levodopa 100 MG Extended Release Oral Tablet,00378-0088-01
1257.jpg, OVAL, PURPLE,Carbidopa 50 MG / Levodopa 200 MG Extended Release Oral Tablet,00378-0094-01
1258.jpg, ROUND, WHITE,Pindolol 10 MG Oral Tablet,00378-0127-01
1259.jpg, OVAL, WHITE,Diltiazem Hydrochloride 90 MG Oral Tablet,00378-0135-01
1260.jpg, ROUND, TURQUOISE,Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet,00378-0141-01
1261.jpg, CAPSULE, TURQUOISE,Indomethacin 25 MG Oral Capsule,00378-0143-01
1262.jpg, CAPSULE, GREEN,Indomethacin 50 MG Oral Capsule,00378-0147-05
1263.jpg, ROUND, WHITE,Clonidine Hydrochloride 0.1 MG Oral Tablet,00378-0152-01
1264.jpg, ROUND, WHITE,Chlorothiazide 500 MG Oral Tablet,00378-0162-01
1265.jpg, ROUND, WHITE,Allopurinol 300 MG Oral Tablet,00378-0181-05
1266.jpg, ROUND, BLUE,Propranolol Hydrochloride 20 MG Oral Tablet,00378-0183-01
1267.jpg, ROUND, GREEN,Propranolol Hydrochloride 40 MG Oral Tablet,00378-0184-01
1268.jpg, ROUND, WHITE,Clonidine Hydrochloride 0.2 MG Oral Tablet,00378-0186-01
1269.jpg, ROUND, WHITE,Clonidine Hydrochloride 0.3 MG Oral Tablet,00378-0199-01
1270.jpg, ROUND, WHITE,Furosemide 20 MG Oral Tablet,00378-0208-01
1271.jpg, ROUND, ORANGE,Haloperidol 2 MG Oral Tablet,00378-0214-01
1272.jpg, ROUND, WHITE,Furosemide 40 MG Oral Tablet,00378-0216-01
1273.jpg, ROUND, WHITE,Atenolol 25 MG Oral Tablet,00378-0218-01
1274.jpg, ROUND, WHITE,Furosemide 80 MG Oral Tablet,00378-0232-01
1275.jpg, ROUND, WHITE,Spironolactone 50 MG Oral Tablet,00378-0243-01
1276.jpg, OVAL, WHITE,Metformin hydrochloride 1000 MG Oral Tablet,00378-0244-01
1277.jpg, ROUND, ORANGE,Haloperidol 1 MG Oral Tablet,00378-0257-10
1278.jpg, ROUND, WHITE,Amitriptyline Hydrochloride 25 MG / Chlordiazepoxide 10 MG Oral Tablet,00378-0277-01
1279.jpg, ROUND, ORANGE,Sotalol Hydrochloride 80 MG Oral Tablet,00378-0305-01
1280.jpg, ROUND, ORANGE,Sotalol Hydrochloride 120 MG Oral Tablet,00378-0310-01
1281.jpg, ROUND, ORANGE,Haloperidol 5 MG Oral Tablet,00378-0327-10
1282.jpg, ROUND, WHITE,Amitriptyline Hydrochloride 10 MG / Perphenazine 2 MG Oral Tablet,00378-0330-01
1283.jpg, ROUND, GREEN,Haloperidol 10 MG Oral Tablet,00378-0334-01
1284.jpg, OVAL, BROWN,24 HR Metformin hydrochloride 750 MG Extended Release Oral Tablet,00378-0350-01
1285.jpg, ROUND, ORANGE,Haloperidol 0.5 MG Oral Tablet,00378-0351-01
1286.jpg, ROUND, WHITE,24 HR Nifedipine 30 MG Extended Release Oral Tablet,00378-0353-01
1287.jpg, ROUND, WHITE,Atropine Sulfate 0.025 MG / Diphenoxylate Hydrochloride 2.5 MG Oral Tablet,00378-0415-10
1288.jpg, ROUND, ORANGE,Hydrochlorothiazide 25 MG / Metoprolol Tartrate 50 MG Oral Tablet,00378-0424-01
1289.jpg, ROUND, PINK,Bupropion Hydrochloride 75 MG Oral Tablet,00378-0433-01
1290.jpg, ROUND, BLUE,Bupropion Hydrochloride 100 MG Oral Tablet,00378-0435-01
1291.jpg, ROUND, WHITE,Benazepril hydrochloride 5 MG Oral Tablet,00378-0441-01
1292.jpg, OVAL, WHITE,24 HR Divalproex Sodium 500 MG Extended Release Oral Tablet,00378-0473-01
1293.jpg, ROUND, ORANGE,Bisoprolol Fumarate 2.5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,00378-0501-01
1294.jpg, ROUND, BLUE,Bisoprolol Fumarate 5 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,00378-0503-01
1295.jpg, ROUND, WHITE,Bisoprolol Fumarate 10 MG / Hydrochlorothiazide 6.25 MG Oral Tablet,00378-0505-01
1296.jpg, ROUND, ORANGE,Amitriptyline Hydrochloride 25 MG / Perphenazine 4 MG Oral Tablet,00378-0574-01
1297.jpg, ROUND, ORANGE,Amiloride Hydrochloride 5 MG / Hydrochlorothiazide 50 MG Oral Tablet,00378-0577-01
1298.jpg, ROUND, BROWN,Methyldopa 250 MG Oral Tablet,00378-0611-01
1299.jpg, ROUND, WHITE,Enalapril Maleate 5 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,00378-0712-01
1300.jpg, ROUND, WHITE,tizanidine 2 MG Oral Tablet,00378-0722-19
1301.jpg, ROUND, WHITE,tizanidine 4 MG Oral Tablet,00378-0724-19
1302.jpg, ROUND, WHITE,Hydrochlorothiazide 25 MG / Propranolol Hydrochloride 40 MG Oral Tablet,00378-0731-01
1303.jpg, OVAL, WHITE,Fluoxetine 20 MG Oral Tablet,00378-0735-01
1304.jpg, ROUND, YELLOW,Cyclobenzaprine hydrochloride 10 MG Oral Tablet,00378-0751-10
1305.jpg, ROUND,BLUE,Fexofenadine hydrochloride 30 MG Oral Tablet,00378-0752-01
1306.jpg, ROUND, BLUE,Cyclobenzaprine hydrochloride 5 MG Oral Tablet,00378-0771-01
1307.jpg, ROUND, BLUE,Fexofenadine hydrochloride 60 MG Oral Tablet,00378-0781-91
1308.jpg, ROUND, YELLOW,Azathioprine 50 MG Oral Tablet,00378-1005-01
1309.jpg, CAPSULE, GREEN,-,00378-1010-01
1310.jpg, CAPSULE, WHITE,Doxepin Hydrochloride 10 MG Oral Capsule,00378-1049-01
1311.jpg, ROUND, BLUE,Enalapril Maleate 10 MG Oral Tablet,00378-1053-01
1312.jpg, ROUND, BLUE,Enalapril Maleate 20 MG Oral Tablet,00378-1054-01
1313.jpg, CAPSULE," GREEN, BROWN",Prazosin 1 MG Oral Capsule,00378-1101-01
1314.jpg, ROUND, WHITE,Glipizide 5 MG Oral Tablet,00378-1105-01
1315.jpg, ROUND, WHITE,Glipizide 10 MG Oral Tablet,00378-1110-01
1316.jpg, OVAL, YELLOW,Glyburide 3 MG Oral Tablet,00378-1125-01
1317.jpg, ROUND, BLUE,Carbidopa 25 MG / Levodopa 250 MG Oral Tablet,00378-1133-01
1318.jpg, ROUND, WHITE,Ketorolac Tromethamine 10 MG Oral Tablet,00378-1134-01
1319.jpg, OVAL, WHITE,buspirone hydrochloride 5 MG Oral Tablet,00378-1140-01
1320.jpg, OVAL, WHITE,buspirone hydrochloride 10 MG Oral Tablet,00378-1150-01
1321.jpg, OVAL, WHITE,buspirone hydrochloride 15 MG Oral Tablet,00378-1165-91
1322.jpg, OVAL, WHITE,buspirone hydrochloride 30 MG Oral Tablet,00378-1175-91
1323.jpg, ROUND, BLUE,Guanfacine 2 MG Oral Tablet,00378-1190-01
1324.jpg, ROUND,PINK,Lithium Carbonate 300 MG Extended Release Oral Tablet,00378-1300-01
1325.jpg, ROUND, YELLOW,Hydrochlorothiazide 50 MG / Triamterene 75 MG Oral Tablet,00378-1355-01
1326.jpg, OVAL, BLUE,Verapamil hydrochloride 240 MG Extended Release Oral Tablet,00378-1411-01
1327.jpg, ROUND, WHITE,Estradiol 0.5 MG Oral Tablet,00378-1452-05
1328.jpg, ROUND, PINK,Estradiol 1 MG Oral Tablet,00378-1454-01
1329.jpg, ROUND, BLUE,Estradiol 2 MG Oral Tablet,00378-1458-01
1330.jpg, CAPSULE," PURPLE, WHITE",Phenytoin sodium 100 MG Extended Release Oral Capsule,00378-1560-10
1331.jpg, CAPSULE, PURPLE,Terazosin 10 MG Oral Capsule,00378-1570-01
1332.jpg, CAPSULE,BLUE,Dicyclomine Hydrochloride 10 MG Oral Capsule,00378-1610-01
1333.jpg, ROUND, BLUE,Dicyclomine Hydrochloride 20 MG Oral Tablet,00378-1620-01
1334.jpg, OVAL, ORANGE,Amlodipine 5 MG / valsartan 160 MG Oral Tablet,00378-1721-93
1335.jpg, OVAL,BROWN,Amlodipine 5 MG / valsartan 320 MG Oral Tablet,00378-1723-93
1336.jpg, OVAL, ORANGE,Amlodipine 10 MG / valsartan 320 MG Oral Tablet,00378-1724-93
1337.jpg, OVAL, ORANGE,24 HR Ciprofloxacin 500 MG Extended Release Oral Tablet,00378-1743-89
1338.jpg, OVAL, ORANGE,Levothyroxine Sodium 0.025 MG Oral Tablet,00378-1800-01
1339.jpg, OVAL, WHITE,Levothyroxine Sodium 0.05 MG Oral Tablet,00378-1803-01
1340.jpg, OVAL, PURPLE,Levothyroxine Sodium 0.075 MG Oral Tablet,00378-1805-01
1341.jpg, OVAL, GREEN,Levothyroxine Sodium 0.088 MG Oral Tablet,00378-1807-01
1342.jpg, OVAL, YELLOW,Levothyroxine Sodium 0.1 MG Oral Tablet,00378-1809-01
1343.jpg, OVAL,PINK,Levothyroxine Sodium 0.112 MG Oral Tablet,00378-1811-01
1344.jpg, OVAL, BROWN,Levothyroxine Sodium 0.125 MG Oral Tablet,00378-1813-01
1345.jpg, OVAL, BLUE,Levothyroxine Sodium 0.15 MG Oral Tablet,00378-1815-01
1346.jpg, OVAL, PINK,Levothyroxine Sodium 0.2 MG Oral Tablet,00378-1819-01
1347.jpg, OVAL, GREEN,Levothyroxine Sodium 0.3 MG Oral Tablet,00378-1821-01
1348.jpg, OVAL, BLUE,Levothyroxine Sodium 0.137 MG Oral Tablet,00378-1823-01
1349.jpg, ROUND, WHITE,midodrine hydrochloride 2.5 MG Oral Tablet,00378-1901-01
1350.jpg, ROUND, WHITE,midodrine hydrochloride 5 MG Oral Tablet,00378-1902-01
1351.jpg, ROUND, WHITE,midodrine hydrochloride 10 MG Oral Tablet,00378-1903-01
1352.jpg, ROUND, WHITE,24 HR Paroxetine Hydrochloride 12.5 MG Extended Release Oral Tablet,00378-2003-93
1353.jpg, ROUND, PURPLE,24 HR Paroxetine Hydrochloride 25 MG Extended Release Oral Tablet,00378-2004-93
1354.jpg, ROUND, ORANGE,24 HR Paroxetine Hydrochloride 37.5 MG Extended Release Oral Tablet,00378-2005-93
1355.jpg, ROUND, GREEN,Hydrochlorothiazide 25 MG / Lisinopril 20 MG Oral Tablet,00378-2025-01
1356.jpg, ROUND, WHITE,Bromocriptine 2.5 MG Oral Tablet,00378-2042-01
1357.jpg, ROUND, WHITE,Atenolol 50 MG / Chlorthalidone 25 MG Oral Tablet,00378-2063-01
1358.jpg, ROUND, BLUE,Lisinopril 2.5 MG Oral Tablet,00378-2072-01
1359.jpg, ROUND, ORANGE,Lisinopril 5 MG Oral Tablet,00378-2073-01
1360.jpg, ROUND, WHITE,Lisinopril 10 MG Oral Tablet,00378-2074-01
1361.jpg, ROUND,GREEN,Lisinopril 20 MG Oral Tablet,00378-2075-01
1362.jpg, ROUND, GREEN,Lisinopril 40 MG Oral Tablet,00378-2076-01
1363.jpg, ROUND, BLUE,Lisinopril 30 MG Oral Tablet,00378-2077-01
1364.jpg, ROUND, YELLOW,24 HR Nisoldipine 17 MG Extended Release Oral Tablet,00378-2097-01
1365.jpg, ROUND, ORANGE,24 HR Nisoldipine 34 MG Extended Release Oral Tablet,00378-2099-01
1366.jpg, ROUND, WHITE,Spironolactone 25 MG Oral Tablet,00378-2146-01
1367.jpg, OVAL, BLUE,Verapamil hydrochloride 180 MG Extended Release Oral Tablet,00378-2180-01
1368.jpg, CAPSULE," BLACK, PURPLE",Terazosin 2 MG Oral Capsule,00378-2264-01
1369.jpg, CAPSULE, BROWN,Prazosin 2 MG Oral Capsule,00378-2302-01
1370.jpg, ROUND, PURPLE,Trifluoperazine 5 MG Oral Tablet,00378-2405-01
1371.jpg, ROUND, PURPLE,Trifluoperazine 10 MG Oral Tablet,00378-2410-01
1372.jpg, ROUND, WHITE,Diclofenac Potassium 50 MG Oral Tablet,00378-2474-01
1373.jpg, CAPSULE," GREEN, YELLOW",Hydrochlorothiazide 25 MG / Triamterene 37.5 MG Oral Capsule,00378-2537-01
1374.jpg, CAPSULE," BLUE, YELLOW",fenofibric acid 135 MG Delayed Release Oral Capsule,00378-2590-77
1375.jpg, ROUND, GREEN,Amitriptyline Hydrochloride 25 MG Oral Tablet,00378-2625-01
1376.jpg, ROUND, BROWN,Amitriptyline Hydrochloride 50 MG Oral Tablet,00378-2650-01
1377.jpg, ROUND, BLUE,Amitriptyline Hydrochloride 75 MG Oral Tablet,00378-2675-01
1378.jpg, ROUND, BLUE,Galantamine 4 MG Oral Tablet,00378-2721-91
1379.jpg, OVAL, WHITE,telmisartan 40 MG Oral Tablet,00378-2921-93
1380.jpg, ROUND, YELLOW,candesartan cilexetil 32 MG / Hydrochlorothiazide 12.5 MG Oral Tablet,00378-3002-77
1381.jpg, OVAL, WHITE,doxycycline hyclate 150 MG Delayed Release Oral Tablet,00378-3030-01
1382.jpg, ROUND, GREEN,Famotidine 40 MG Oral Tablet,00378-3040-01
1383.jpg, OVAL, WHITE,Fenofibrate 145 MG Oral Tablet,00378-3066-77
1384.jpg, ROUND, WHITE,repaglinide 0.5 MG Oral Tablet,00378-3121-01
1385.jpg, ROUND, WHITE,Glipizide 2.5 MG / Metformin hydrochloride 250 MG Oral Tablet,00378-3131-01
1386.jpg, CAPSULE," BLUE, BROWN",Prazosin 5 MG Oral Capsule,00378-3205-01
1387.jpg, CAPSULE," GRAY, BROWN","NITROFURANTOIN, MACROCRYSTALS 25 MG / Nitrofurantoin, Monohydrate 75 MG Oral Capsule",00378-3422-01
1388.jpg, ROUND, PINK,24 HR Nifedipine 30 MG Extended Release Oral Tablet,00378-3475-01
1389.jpg, ROUND, PINK,24 HR Nifedipine 60 MG Extended Release Oral Tablet,00378-3482-01
1390.jpg, ROUND, PINK,24 HR Nifedipine 90 MG Extended Release Oral Tablet,00378-3495-01
1391.jpg, ROUND, BROWN,Mirtazapine 45 MG Oral Tablet,00378-3545-05
1392.jpg, ROUND, WHITE,mercaptopurine 50 MG Oral Tablet,00378-3547-52
